,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month
142,ЭД пост тока 4ГПЭ 300-1/2,100000009353,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358679,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-26,2022-04-15,3,4
573,ЭД пост тока ДЭ-818,100000009712,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359057,(ТО) ДЭ-818 К 023,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-27,2022-04-15,3,4
213,ЭД пост тока Д-12,100000009356,(ТО) Д-12,Техническое обслуживание,APP1,1100359016,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-27,2022-04-15,3,4
94,ЭД пост тока ДЭ-818,100000009351,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359045,(ТО) ДЭ-818 К 005,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-27,2022-04-15,3,4
46,ЭД пост тока ДЭВ-814,100000009349,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359033,(ТО) ДЭВ-814,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-27,2022-04-15,3,4
70,ЭД пост тока ДЭВ-814,100000009350,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359185,(ТО) ДЭВ-814 К 004,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-27,2022-04-15,3,4
479,ЭД асинх АИР132S4,100000009596,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359257,(ТО) АИР132S4E3,НЕВЫ ПКАЛ ЗАКР ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  МТРЦ ТКБЕ СГГС,2022-03-27,2022-01-17,3,1
627,ЭД асинх АИР100S4,100000009719,(ТО) АИР100S4У2,Техническое обслуживание,APP1,1100359159,(ТО) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-28,2022-03-28,3,3
399,ЭД асинх АИР100S4,100000009370,(ТО) АИР100S4У2,Техническое обслуживание,APP1,1100359403,(ТО) АИР100S4У2,ДЕБЛ ПЕЧТ ПКАЛ ПРВВ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  МТРЦ ТКБЕ СГГС,2022-03-28,2022-01-17,3,1
550,ЭД пост тока ДЭ-812,100000009711,(ТО) ДЭ-812,Техническое обслуживание,APP1,1100359116,(ТО) ДЭ-812 К 022,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-28,2022-04-15,3,4
595,ЭД асинх АИР132S4,100000009713,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359707,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  МТРЦ ТКБЕ СГГС,2022-03-29,2022-02-25,3,2
532,ЭД асинх АИР80S4,100000009709,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359309,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  МТРЦ ТКБЕ СГГС,2022-03-29,2022-02-26,3,2
619,ЭД асинх АИР80S4,100000009718,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359725,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-29,2022-03-29,3,3
500,ЭД асинх АИР132S4,100000009599,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359703,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-29,2022-02-26,3,2
603,ЭД асинх АИР132S4,100000009714,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359697,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-29,2022-03-29,3,3
611,ЭД асинх АИР80S4,100000009717,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359721,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-29,2022-03-29,3,3
486,ЭД асинх АИР132S4,100000009597,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359495,(ТО) АИР132S4,НЕВЫ ПКАЛ ЗАКР ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  МТРЦ ТКБЕ СГГС,2022-03-29,2022-01-17,3,1
493,ЭД асинх АИР132S4,100000009598,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359499,(ТО) АИР132S4,НЕВЫ ПКАЛ ЗАКР ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  МТРЦ ТКБЕ СГГС,2022-03-29,2022-01-17,3,1
266,ЭД асинх АИРМ132S4E3,100000009359,(ТО) АИРМ132S4E3,Текущий ремонт,APP1,1100359297,(ТР) АИРМ132S4E3,ПКАЛ ПРВВ ЗАКР МТКУ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  МТРЦ ТКБЕ СГГС,2022-04-05,2022-01-10,4,1
311,ЭД асинх АИР100S4,100000009365,(ТО) АИР100S4У2,Текущий ремонт,APP1,1100359111,(ТР) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  ГИП  СРОЧ МТРЦ ТКБЕ ССПЛ,2022-04-05,2022-03-01,4,3
273,ЭД асинх 5АИ132S4,100000009360,(ТО) 5АИ132S4,Текущий ремонт,APP1,1100359155,(ТО) 5АИ132S4,ПКАЛ ПРВВ ЗАКР МТКУ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  МТРЦ ТКБЕ СГГС,2022-04-05,2022-01-10,4,1
280,ЭД асинх АИРМ132S4E3,100000009361,(ТО) АИРМ132S4,Текущий ремонт,APP1,1100359332,(ТР) АИРМ132S4,ПКАЛ ПРВВ ЗАКР МТКУ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  МТРЦ ТКБЕ СГГС,2022-04-05,2022-01-10,4,1
295,ЭД асинх АИР80В4,100000009363,(ТО) АИР80В4,Текущий ремонт,APP1,1100359137,(ТР) АИР80В4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  ГИП  СРОЧ МТРЦ ТКБЕ ССПЛ,2022-04-05,2022-03-01,4,3
287,ЭД асинх АИРМ132S4E3,100000009362,(ТО) АИРМ132S4,Текущий ремонт,APP1,1100359328,(ТР) АИРМ132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  ГИП  СРОЧ МТРЦ ТКБЕ ССПЛ,2022-04-05,2022-03-01,4,3
319,ЭД асинх АИР100S4,100000009366,(ТО) АИР100S4У2,Текущий ремонт,APP1,1100359114,(ТР) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-05,2022-03-15,4,3
303,ЭД асинх АИРМ80B4,100000009364,(ТО) АИРМ80B4,Текущий ремонт,APP1,1100359341,(ТР) АИРМ80B4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  ГИП  МТРЦ ТКБЕ ССПЛ,2022-04-05,2022-03-01,4,3
516,ЭД асинх АИР112S4,100000009707,(ТО) АИР112S4,Текущий ремонт,APP1,1100359172,(ТР) АИР112S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-05,2022-03-15,4,3
540,ЭД асинх АИРМ132S4E3,100000009710,(ТО) АИРМ132S4,Текущий ремонт,APP1,1100359324,(ТР) АИРМ132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-05,2022-03-15,4,3
524,ЭД асинх АИР80S4,100000009708,(ТО) АИР80S4,Текущий ремонт,APP1,1100359345,(ТР) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-05,2022-03-15,4,3
258,ЭД асинх 4МТКН411-8,100000009358,(ТО) 4МТКН411-8,Техническое обслуживание,APP1,1100358855,(ТО) 4МТКН411-8,ПКАЛ ПРВВ ЗАКР ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  МТРЦ ТКБЕ СГГС,2022-04-06,2022-01-10,4,1
24,ЭД пост тока ДЭ-812,100000009347,Электродвигатель ДЭ-812 ЧАС,Текущий ремонт,APP1,1100369378,Текущий ремонт,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-13,2022-03-08,4,3
354,Генератор напора_4ГПЭМ 170-1/1,100000009368,(ТО) 4ГПЭМ 170-1/1,Текущий ремонт,APP1,1100358776,(ТР) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-15,2022-08-15,4,8
330,ЭД пост тока 4ГПЭ 300-1/2,100000009367,(ТО) 4ГПЭ 300-1/2,Текущий ремонт,APP1,1100358942,(ТР) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-15,2022-08-15,4,8
458,ЭД синх ДСЭ-750-6,100000009373,(ТО) ДСЭ-750-6,Текущий ремонт,APP1,1100359029,(ТР) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-15,2022-08-15,4,8
378,Генератор подъёма_4ГПЭМ 600-1/1,100000009369,(ТО) 4ГПЭМ 600-1/1,Текущий ремонт,APP1,1100358966,(ТР) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-15,2022-08-15,4,8
410,ЭД пост тока Д-12,100000009371,(ТО) Д-12,Текущий ремонт,APP1,1100359147,(ТР) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-16,2022-08-15,4,8
661,ЭД асинх  YJ13L3,100000025392,ТО Хода №2;  YJ13L3 К 047,Техническое обслуживание,APP1,1100358703,ТО Хода №2;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-20,2022-04-20,4,4
638,ЭД асинх  YJ13L3,100000025391,ТО YJ13L3 К 047,Техническое обслуживание,APP1,1100358725,ТО Хода №1;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-20,2022-04-20,4,4
684,ЭД асинх YJ13L4,100000025393,(ТО) YJ13L4,Техническое обслуживание,APP1,1100359358,(ТО) YJ13L4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-24,2022-04-24,4,4
778,ЭД асинх YJ56E,100000025401,(ТО)YJ56E,Техническое обслуживание,APP1,1100359529,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-24,2022-04-24,4,4
739,ЭД асинх YX3-121M-4,100000025398,(ТО)YX3-121M-4,Техническое обслуживание,APP1,1100359881,(ТО)YX3-121M-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-24,2022-04-24,4,4
801,ЭД асинх YJ56E,100000025402,(ТО)YJ56E,Техническое обслуживание,APP1,1100359541,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-24,2022-04-24,4,4
863,ЭД асинх YJ80A1,100000025406,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359562,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-24,2022-04-24,4,4
824,ЭД асинх YJ142A,100000025403,(ТО) YJ142A,Техническое обслуживание,APP1,1100359619,(ТО) YJ142A,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-24,2022-04-24,4,4
886,ЭД асинх YJ80A1,100000025407,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359582,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-24,2022-04-24,4,4
167,ЭД синх ДСЭ-750-6,100000009354,(ТО) ДСЭ-750-6,Текущий ремонт,APP1,1100358854,(ТР) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-25,2022-03-08,4,3
143,ЭД пост тока 4ГПЭ 300-1/2,100000009353,(ТО) 4ГПЭ 300-1/2,Текущий ремонт,APP1,1100358928,(ТР) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-25,2022-03-08,4,3
190,Генератор подъёма_ 4ГПЭМ 600-1/1,100000009355,(ТО) 4ГПЭМ 600-1/1,Текущий ремонт,APP1,1100358954,(ТР) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-25,2022-03-08,4,3
119,Генератор напора_4ГПЭМ 170-1/1,100000009352,(ТО) 4ГПЭМ 170-1/1,Текущий ремонт,APP1,1100358983,(ТР) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-25,2022-03-08,4,3
214,ЭД пост тока Д-12,100000009356,(ТО) Д-12,Текущий ремонт,APP1,1100359105,(ТР) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-26,2022-03-08,4,3
574,ЭД пост тока ДЭ-818,100000009712,(ТО) ДЭ-818,Текущий ремонт,APP1,1100359166,(ТР) ДЭ-818 К 023,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-26,2022-03-08,4,3
47,ЭД пост тока ДЭВ-814,100000009349,(ТО) ДЭВ-814,Текущий ремонт,APP1,1100359182,(ТР) ДЭВ-814,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-26,2022-03-08,4,3
95,ЭД пост тока ДЭ-818,100000009351,(ТО) ДЭ-818,Текущий ремонт,APP1,1100359054,(ТР) ДЭ-818 К 005,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-26,2022-03-08,4,3
71,ЭД пост тока ДЭВ-814,100000009350,(ТО) ДЭВ-814,Текущий ремонт,APP1,1100359194,(ТР) ДЭВ-814 К 004,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-26,2022-03-08,4,3
237,ЭД асинх Д-31,100000009357,(ТО) Д-31,Техническое обслуживание,APP1,1100359087,(ТО) Д-31,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-27,2022-04-27,4,4
434,ЭД асинх Д-31,100000009372,(ТО) Д-31,Техническое обслуживание,APP1,1100359099,(ТО) Д-31 К 026,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-27,2022-03-27,4,3
551,ЭД пост тока ДЭ-812,100000009711,(ТО) ДЭ-812,Текущий ремонт,APP1,1100359385,(ТР) ДЭ-812,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-27,2022-03-08,4,3
25,ЭД пост тока ДЭ-812,100000009347,Электродвигатель ДЭ-812 ЧАС,Техническое обслуживание,APP1,1100369370,(ТО) ДЭ-812 К 001,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-13,2022-05-13,5,5
331,ЭД пост тока 4ГПЭ 300-1/2,100000009367,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358914,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-15,2022-05-15,5,5
379,Генератор подъёма_4ГПЭМ 600-1/1,100000009369,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358958,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-15,2022-05-15,5,5
355,Генератор напора_4ГПЭМ 170-1/1,100000009368,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358768,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-15,2022-05-15,5,5
459,ЭД синх ДСЭ-750-6,100000009373,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100359021,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-15,2022-05-15,5,5
411,ЭД пост тока Д-12,100000009371,(ТО) Д-12,Техническое обслуживание,APP1,1100358999,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-16,2022-05-16,5,5
662,ЭД асинх  YJ13L3,100000025392,ТО Хода №2;  YJ13L3 К 047,Техническое обслуживание,APP1,1100358704,ТО Хода №2;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-20,2022-05-20,5,5
639,ЭД асинх  YJ13L3,100000025391,ТО YJ13L3 К 047,Техническое обслуживание,APP1,1100358726,ТО Хода №1;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-20,2022-05-20,5,5
721,ЭД асинх  M2BAX 100LB 4,100000025396,(ТО) M2BAX 100L К 052,Техническое обслуживание,APP1,1100359396,(ТО) M2BAX 100L К 052,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
768,ЭД асинх HM2-100L-8,100000025400,(ТО)HM2-100L-8,Техническое обслуживание,APP1,1100359318,(ТО)HM2-100L-8,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
779,ЭД асинх YJ56E,100000025401,(ТО)YJ56E,Техническое обслуживание,APP1,1100359530,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
887,ЭД асинх YJ80A1,100000025407,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359583,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
760,ЭД асинх DYP-132S-4G,100000025399,(ТО) DYP-132S-4G,Техническое обслуживание,APP1,1100359865,(ТО) DYP-132S-4G,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
853,ЭД асинх 1LE0002-1BC2 3-3FA4 132M,100000025405,(ТО)1LE0002-1BC,Техническое обслуживание,APP1,1100359901,(ТО)1LE0002-1BC,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
802,ЭД асинх YJ56E,100000025402,(ТО)YJ56E,Техническое обслуживание,APP1,1100359542,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
740,ЭД асинх YX3-121M-4,100000025398,(ТО)YX3-121M-4,Техническое обслуживание,APP1,1100359882,(ТО)YX3-121M-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
825,ЭД асинх YJ142A,100000025403,(ТО) YJ142A,Техническое обслуживание,APP1,1100359620,(ТО) YJ142A,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
845,ЭД асинх 1LE0002-1BC2 3-3FA4 132M,100000025404,(ТО)1LE0002-1BC,Техническое обслуживание,APP1,1100359854,(ТО)1LE0002-1BC,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
685,ЭД асинх YJ13L4,100000025393,(ТО) YJ13L4,Техническое обслуживание,APP1,1100359359,(ТО) YJ13L4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
864,ЭД асинх YJ80A1,100000025406,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359563,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
729,ЭД асинх  M2BAX 100LB 4,100000025397,(ТО) M2BAX 100L К 052,Техническое обслуживание,APP1,1100359603,(ТО) M2BAX 100L К 052,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
713,ЭД асинх YE2-90S,100000025395,(ТО)YE2-90S-4,Техническое обслуживание,APP1,1100359732,(ТО)YE2-90S-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
705,ЭД асинх YE2-132S,100000025394,(ТО) YE2-132S-4,Техническое обслуживание,APP1,1100359597,(ТО) YE2-132S-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-05-24,2022-05-24,5,5
191,Генератор подъёма_ 4ГПЭМ 600-1/1,100000009355,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358946,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-25,2022-05-25,5,5
120,Генератор напора_4ГПЭМ 170-1/1,100000009352,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358935,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-25,2022-05-25,5,5
168,ЭД синх ДСЭ-750-6,100000009354,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100358846,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-25,2022-05-25,5,5
144,ЭД пост тока 4ГПЭ 300-1/2,100000009353,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358920,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-25,2022-05-25,5,5
215,ЭД пост тока Д-12,100000009356,(ТО) Д-12,Техническое обслуживание,APP1,1100359017,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-26,2022-05-26,5,5
238,ЭД асинх Д-31,100000009357,(ТО) Д-31,Техническое обслуживание,APP1,1100359088,(ТО) Д-31,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-26,2022-05-26,5,5
48,ЭД пост тока ДЭВ-814,100000009349,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359034,(ТО) ДЭВ-814,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-26,2022-05-26,5,5
575,ЭД пост тока ДЭ-818,100000009712,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359058,(ТО) ДЭ-818 К 023,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-26,2022-05-26,5,5
96,ЭД пост тока ДЭ-818,100000009351,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359046,(ТО) ДЭ-818 К 005,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-26,2022-05-26,5,5
72,ЭД пост тока ДЭВ-814,100000009350,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359186,(ТО) ДЭВ-814 К 004,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-26,2022-05-26,5,5
435,ЭД асинх Д-31,100000009372,(ТО) Д-31,Техническое обслуживание,APP1,1100359120,(ТО) Д-31 К 026,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-26,2022-05-26,5,5
