,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month
552,ЭД пост тока ДЭ-812,100000009711,(ТО) ДЭ-812,Техническое обслуживание,APP1,1100359117,(ТО) ДЭ-812,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-05-27,2022-05-27,5,5
501,ЭД асинх АИР132S4,100000009599,(ТО) АИР132S4,Текущий ремонт,APP1,1100359706,(ТР) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-05-14,6,5
494,ЭД асинх АИР132S4,100000009598,(ТО) АИР132S4,Текущий ремонт,APP1,1100359702,(ТР) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-04-14,6,4
509,ЭД асинх 4МТКН411-8,100000009600,(ТО) 4МТКН411-8,Техническое обслуживание,APP1,1100359040,(ТО) 4МТКН411-8,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-14,2022-05-14,6,5
487,ЭД асинх АИР132S4,100000009597,(ТО) АИР132S4,Текущий ремонт,APP1,1100359498,(ТР) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-04-14,6,4
436,ЭД асинх Д-31,100000009372,(ТО) Д-31,Техническое обслуживание,APP1,1100359121,(ТО) Д-31 К 026,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-14,2022-06-14,6,6
480,ЭД асинх АИР132S4,100000009596,(ТО) АИР132S4,Текущий ремонт,APP1,1100359320,(ТР) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-04-14,6,4
628,ЭД асинх АИР100S4,100000009719,(ТО) АИР100S4У2,Текущий ремонт,APP1,1100359402,(ТР) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-06-14,6,6
400,ЭД асинх АИР100S4,100000009370,(ТО) АИР100S4У2,Текущий ремонт,APP1,1100359406,(ТР) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-04-14,6,4
604,ЭД асинх АИР132S4,100000009714,(ТО) АИР132S4,Текущий ремонт,APP1,1100359720,(ТР) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-06-14,6,6
612,ЭД асинх АИР80S4,100000009717,(ТО) АИР80S4,Текущий ремонт,APP1,1100359724,(ТР) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-06-14,6,6
412,ЭД пост тока Д-12,100000009371,(ТО) Д-12,Техническое обслуживание,APP1,1100359140,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-14,2022-06-14,6,6
533,ЭД асинх АИР80S4,100000009709,(ТО) АИР80S4,Текущий ремонт,APP1,1100359312,(ТР) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-05-14,6,5
596,ЭД асинх АИР132S4,100000009713,(ТО) АИР132S4,Текущий ремонт,APP1,1100359710,(ТР) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-05-14,6,5
620,ЭД асинх АИР80S4,100000009718,(ТО) АИР80S4,Текущий ремонт,APP1,1100359728,(ТР) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-06-14,2022-06-14,6,6
460,ЭД синх ДСЭ-750-6,100000009373,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100359022,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-14,2022-06-14,6,6
356,Генератор напора_4ГПЭМ 170-1/1,100000009368,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358769,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-14,2022-06-14,6,6
380,Генератор подъёма_4ГПЭМ 600-1/1,100000009369,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358959,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-14,2022-06-14,6,6
332,ЭД пост тока 4ГПЭ 300-1/2,100000009367,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358915,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-14,2022-06-14,6,6
686,ЭД асинх YJ13L4,100000025393,(ТО) YJ13L4,Текущий ремонт,APP1,1100359647,(ТР) YJ13L4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-06-23,2022-06-23,6,6
865,ЭД асинх YJ80A1,100000025406,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359560,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ ГИП  МТРЦ СГГС,2022-06-23,2022-06-23,6,6
826,ЭД асинх YJ142A,100000025403,(ТО) YJ142A,Техническое обслуживание,APP1,1100359621,(ТО) YJ142A,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-06-23,2022-06-23,6,6
888,ЭД асинх YJ80A1,100000025407,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359584,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-06-23,2022-06-23,6,6
741,ЭД асинх YX3-121M-4,100000025398,(ТО)YX3-121M-4,Техническое обслуживание,APP1,1100359883,(ТО)YX3-121M-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-06-23,2022-06-23,6,6
803,ЭД асинх YJ56E,100000025402,(ТО)YJ56E,Техническое обслуживание,APP1,1100359543,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-06-23,2022-06-23,6,6
640,ЭД асинх  YJ13L3,100000025391,ТО YJ13L3 К 047,Техническое обслуживание,APP1,1100358727,ТО Хода №1;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-06-23,2022-06-23,6,6
663,ЭД асинх  YJ13L3,100000025392,ТО Хода №2;  YJ13L3 К 047,Техническое обслуживание,APP1,1100358705,ТО Хода №2;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-06-23,2022-06-23,6,6
780,ЭД асинх YJ56E,100000025401,(ТО)YJ56E,Техническое обслуживание,APP1,1100359531,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-06-23,2022-06-23,6,6
288,ЭД асинх АИРМ132S4E3,100000009362,(ТО) АИРМ132S4,Техническое обслуживание,APP1,1100359325,(ТО) АИРМ132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-05-17,6,5
296,ЭД асинх АИР80В4,100000009363,(ТО) АИР80В4,Техническое обслуживание,APP1,1100359134,(ТО) АИР80В4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-05-17,6,5
304,ЭД асинх АИРМ80B4,100000009364,(ТО) АИРМ80B4,Техническое обслуживание,APP1,1100359138,(ТО) АИРМ80B4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-05-17,6,5
281,ЭД асинх АИРМ132S4E3,100000009361,(ТО) АИРМ132S4,Техническое обслуживание,APP1,1100359329,(ТО) АИРМ132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-04-17,6,4
259,ЭД асинх 4МТКН411-8,100000009358,(ТО) 4МТКН411-8,Техническое обслуживание,APP1,1100358856,(ТО) 4МТКН411-8,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-04-17,6,4
239,ЭД асинх Д-31,100000009357,(ТО) Д-31,Техническое обслуживание,APP1,1100359089,(ТО) Д-31,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-06-27,6,6
517,ЭД асинх АИР112S4,100000009707,(ТО) АИР112S4,Техническое обслуживание,APP1,1100359169,(ТО) АИР112S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-06-07,6,6
312,ЭД асинх АИР100S4,100000009365,(ТО) АИР100S4У2,Техническое обслуживание,APP1,1100359156,(ТО) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-05-17,6,5
541,ЭД асинх АИРМ132S4E3,100000009710,(ТО) АИРМ132S4,Техническое обслуживание,APP1,1100359321,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-06-07,6,6
525,ЭД асинх АИР80S4,100000009708,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359342,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-06-07,6,6
267,ЭД асинх АИРМ132S4E3,100000009359,(ТО) АИРМ132S4E3,Техническое обслуживание,APP1,1100359294,(ТО) АИРМ132S4E3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-04-17,6,4
320,ЭД асинх АИР100S4,100000009366,(ТО) АИР100S4У2,Техническое обслуживание,APP1,1100359157,(ТО) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-06-07,6,6
274,ЭД асинх 5АИ132S4,100000009360,(ТО) 5АИ132S4,Техническое обслуживание,APP1,1100359152,(ТО) 5АИ132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-04-17,6,4
169,ЭД синх ДСЭ-750-6,100000009354,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100358847,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
192,Генератор подъёма_ 4ГПЭМ 600-1/1,100000009355,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358947,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
145,ЭД пост тока 4ГПЭ 300-1/2,100000009353,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358921,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
216,ЭД пост тока Д-12,100000009356,(ТО) Д-12,Техническое обслуживание,APP1,1100359018,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
553,ЭД пост тока ДЭ-812,100000009711,(ТО) ДЭ-812,Техническое обслуживание,APP1,1100359118,(ТО) ДЭ-812,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
121,Генератор напора_4ГПЭМ 170-1/1,100000009352,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358936,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
576,ЭД пост тока ДЭ-818,100000009712,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359059,(ТО) ДЭ-818 К 023,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
97,ЭД пост тока ДЭ-818,100000009351,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359047,(ТО) ДЭ-818 К 005,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
73,ЭД пост тока ДЭВ-814,100000009350,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359187,(ТО) ДЭВ-814 К 004,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
49,ЭД пост тока ДЭВ-814,100000009349,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359035,(ТО) ДЭВ-814,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
26,ЭД пост тока ДЭ-812,100000009347,Электродвигатель ДЭ-812 ЧАС,Техническое обслуживание,APP1,1100369371,(ТО) ДЭ-812 К 001,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6
27,ЭД пост тока ДЭ-812,100000009347,Электродвигатель ДЭ-812 ЧАС,Техническое обслуживание,APP1,1100369372,(ТО) ДЭ-812 К 001,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-12,2022-07-12,7,7
333,ЭД пост тока 4ГПЭ 300-1/2,100000009367,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358916,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-07-14,7,7
381,Генератор подъёма_4ГПЭМ 600-1/1,100000009369,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358960,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-07-14,7,7
357,Генератор напора_4ГПЭМ 170-1/1,100000009368,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358770,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-07-14,7,7
461,ЭД синх ДСЭ-750-6,100000009373,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100359023,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-07-14,7,7
413,ЭД пост тока Д-12,100000009371,(ТО) Д-12,Техническое обслуживание,APP1,1100359141,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-15,2022-07-15,7,7
641,ЭД асинх  YJ13L3,100000025391,ТО YJ13L3 К 047,Техническое обслуживание,APP1,1100358728,ТО Хода №1;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-19,2022-07-19,7,7
664,ЭД асинх  YJ13L3,100000025392,ТО Хода №2;  YJ13L3 К 047,Техническое обслуживание,APP1,1100358706,ТО Хода №2;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-19,2022-07-19,7,7
889,ЭД асинх YJ80A1,100000025407,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359585,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-23,2022-07-23,7,7
742,ЭД асинх YX3-121M-4,100000025398,(ТО)YX3-121M-4,Техническое обслуживание,APP1,1100359884,(ТО)YX3-121M-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-23,2022-07-23,7,7
804,ЭД асинх YJ56E,100000025402,(ТО)YJ56E,Техническое обслуживание,APP1,1100359544,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-23,2022-07-23,7,7
866,ЭД асинх YJ80A1,100000025406,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359565,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-23,2022-07-23,7,7
687,ЭД асинх YJ13L4,100000025393,(ТО) YJ13L4,Техническое обслуживание,APP1,1100359640,(ТО) YJ13L4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-23,2022-07-23,7,7
781,ЭД асинх YJ56E,100000025401,(ТО)YJ56E,Техническое обслуживание,APP1,1100359532,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-23,2022-07-23,7,7
827,ЭД асинх YJ142A,100000025403,(ТО) YJ142A,Техническое обслуживание,APP1,1100359622,(ТО) YJ142A,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-23,2022-07-23,7,7
170,ЭД синх ДСЭ-750-6,100000009354,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100358848,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-24,2022-07-24,7,7
193,Генератор подъёма_ 4ГПЭМ 600-1/1,100000009355,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358948,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-24,2022-07-24,7,7
146,ЭД пост тока 4ГПЭ 300-1/2,100000009353,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358922,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-24,2022-07-24,7,7
122,Генератор напора_4ГПЭМ 170-1/1,100000009352,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358937,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-24,2022-07-24,7,7
437,ЭД асинх Д-31,100000009372,(ТО) Д-31,Техническое обслуживание,APP1,1100359122,(ТО) Д-31 К 026,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-25,2022-07-25,7,7
217,ЭД пост тока Д-12,100000009356,(ТО) Д-12,Техническое обслуживание,APP1,1100359019,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-25,2022-07-25,7,7
577,ЭД пост тока ДЭ-818,100000009712,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359160,(ТО) ДЭ-818 К 023,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-25,2022-07-25,7,7
98,ЭД пост тока ДЭ-818,100000009351,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359048,(ТО) ДЭ-818 К 005,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-25,2022-07-25,7,7
74,ЭД пост тока ДЭВ-814,100000009350,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359188,(ТО) ДЭВ-814 К 004,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-25,2022-07-25,7,7
50,ЭД пост тока ДЭВ-814,100000009349,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359036,(ТО) ДЭВ-814,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-25,2022-07-25,7,7
240,ЭД асинх Д-31,100000009357,(ТО) Д-31,Техническое обслуживание,APP1,1100359090,(ТО) Д-31,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-07-25,2022-07-25,7,7
554,ЭД пост тока ДЭ-812,100000009711,(ТО) ДЭ-812,Техническое обслуживание,APP1,1100359119,(ТО) ДЭ-812,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-26,2022-07-26,7,7
28,ЭД пост тока ДЭ-812,100000009347,Электродвигатель ДЭ-812 ЧАС,Техническое обслуживание,APP1,1100369373,(ТО) ДЭ-812 К 001,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-11,2022-08-11,8,8
382,Генератор подъёма_4ГПЭМ 600-1/1,100000009369,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358961,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-08-13,2022-04-13,8,4
462,ЭД синх ДСЭ-750-6,100000009373,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100359024,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-08-13,2022-04-13,8,4
334,ЭД пост тока 4ГПЭ 300-1/2,100000009367,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358917,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-08-13,2022-04-13,8,4
358,Генератор напора_4ГПЭМ 170-1/1,100000009368,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358771,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-08-13,2022-04-13,8,4
414,ЭД пост тока Д-12,100000009371,(ТО) Д-12,Техническое обслуживание,APP1,1100359142,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-08-14,2022-04-13,8,4
642,ЭД асинх  YJ13L3,100000025391,ТО YJ13L3 К 047,Техническое обслуживание,APP1,1100358729,ТО Хода №1;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-18,2022-08-18,8,8
665,ЭД асинх  YJ13L3,100000025392,ТО Хода №2;  YJ13L3 К 047,Техническое обслуживание,APP1,1100358707,ТО Хода №2;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-18,2022-08-18,8,8
890,ЭД асинх YJ80A1,100000025407,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359586,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
867,ЭД асинх YJ80A1,100000025406,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359566,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
743,ЭД асинх YX3-121M-4,100000025398,(ТО)YX3-121M-4,Текущий ремонт,APP1,1100359890,(ТР)YX3-121M-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
688,ЭД асинх YJ13L4,100000025393,(ТО) YJ13L4,Техническое обслуживание,APP1,1100359641,(ТО) YJ13L4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
769,ЭД асинх HM2-100L-8,100000025400,(ТО)HM2-100L-8,Текущий ремонт,APP1,1100359861,(ТР)HM2-100L-8,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
761,ЭД асинх DYP-132S-4G,100000025399,(ТО) DYP-132S-4G,Текущий ремонт,APP1,1100359868,(ТР) DYP-132S-4G,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
