,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month
714,ЭД асинх YE2-90S,100000025395,(ТО)YE2-90S-4,Текущий ремонт,APP1,1100359735,(ТР)YE2-90S-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
722,ЭД асинх  M2BAX 100LB 4,100000025396,(ТО) M2BAX 100L К 052,Техническое обслуживание,APP1,1100359397,(ТО) M2BAX 100L К 052,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
828,ЭД асинх YJ142A,100000025403,(ТО) YJ142A,Техническое обслуживание,APP1,1100359623,(ТО) YJ142A,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
805,ЭД асинх YJ56E,100000025402,(ТО)YJ56E,Техническое обслуживание,APP1,1100359545,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
706,ЭД асинх YE2-132S,100000025394,(ТО) YE2-132S-4,Текущий ремонт,APP1,1100359780,(ТР) YE2-132S-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
782,ЭД асинх YJ56E,100000025401,(ТО)YJ56E,Техническое обслуживание,APP1,1100359533,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
846,ЭД асинх 1LE0002-1BC2 3-3FA4 132M,100000025404,(ТО)1LE0002-1BC,Текущий ремонт,APP1,1100359857,(ТР)1LE0002-1BC,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
730,ЭД асинх  M2BAX 100LB 4,100000025397,(ТО) M2BAX 100L К 052,Текущий ремонт,APP1,1100359606,(ТР) M2BAX 100L К 052,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
854,ЭД асинх 1LE0002-1BC2 3-3FA4 132M,100000025405,(ТО)1LE0002-1BC,Текущий ремонт,APP1,1100359904,(ТР)1LE0002-1BC,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-08-22,2022-08-22,8,8
147,ЭД пост тока 4ГПЭ 300-1/2,100000009353,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358923,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-23,2022-08-23,8,8
194,Генератор подъёма_ 4ГПЭМ 600-1/1,100000009355,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358949,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-23,2022-08-23,8,8
123,Генератор напора_4ГПЭМ 170-1/1,100000009352,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358938,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-23,2022-08-23,8,8
171,ЭД синх ДСЭ-750-6,100000009354,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100358849,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-23,2022-08-23,8,8
75,ЭД пост тока ДЭВ-814,100000009350,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359189,(ТО) ДЭВ-814 К 004,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-24,2022-08-24,8,8
241,ЭД асинх Д-31,100000009357,(ТО) Д-31,Техническое обслуживание,APP1,1100359091,(ТО) Д-31,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-24,2022-08-24,8,8
578,ЭД пост тока ДЭ-818,100000009712,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359161,(ТО) ДЭ-818 К 023,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-24,2022-08-24,8,8
218,ЭД пост тока Д-12,100000009356,(ТО) Д-12,Техническое обслуживание,APP1,1100359100,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-24,2022-08-24,8,8
438,ЭД асинх Д-31,100000009372,(ТО) Д-31,Техническое обслуживание,APP1,1100359123,(ТО) Д-31 К 026,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-08-24,2022-04-13,8,4
99,ЭД пост тока ДЭ-818,100000009351,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359049,(ТО) ДЭ-818 К 005,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-24,2022-08-24,8,8
51,ЭД пост тока ДЭВ-814,100000009349,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359037,(ТО) ДЭВ-814,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-24,2022-08-24,8,8
555,ЭД пост тока ДЭ-812,100000009711,(ТО) ДЭ-812,Техническое обслуживание,APP1,1100359380,(ТО) ДЭ-812,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-08-25,2022-08-25,8,8
29,ЭД пост тока ДЭ-812,100000009347,Электродвигатель ДЭ-812 ЧАС,Техническое обслуживание,APP1,1100369374,(ТО) ДЭ-812 К 001,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-10,2022-09-10,9,9
335,ЭД пост тока 4ГПЭ 300-1/2,100000009367,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358918,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-12,2022-09-12,9,9
359,Генератор напора_4ГПЭМ 170-1/1,100000009368,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358772,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-12,2022-09-12,9,9
383,Генератор подъёма_4ГПЭМ 600-1/1,100000009369,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358962,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-12,2022-09-12,9,9
463,ЭД синх ДСЭ-750-6,100000009373,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100359025,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-12,2022-09-12,9,9
415,ЭД пост тока Д-12,100000009371,(ТО) Д-12,Техническое обслуживание,APP1,1100359143,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-13,2022-09-13,9,9
666,ЭД асинх  YJ13L3,100000025392,ТО Хода №2;  YJ13L3 К 047,Техническое обслуживание,APP1,1100358708,ТО Хода №2;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-09-17,2022-09-17,9,9
643,ЭД асинх  YJ13L3,100000025391,ТО YJ13L3 К 047,Техническое обслуживание,APP1,1100358730,ТО Хода №1;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-09-17,2022-09-17,9,9
891,ЭД асинх YJ80A1,100000025407,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359587,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ ГИП  МТРЦ СГГС,2022-09-21,2022-09-21,9,9
783,ЭД асинх YJ56E,100000025401,(ТО)YJ56E,Техническое обслуживание,APP1,1100359534,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-09-21,2022-09-21,9,9
806,ЭД асинх YJ56E,100000025402,(ТО)YJ56E,Техническое обслуживание,APP1,1100359546,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-09-21,2022-09-21,9,9
744,ЭД асинх YX3-121M-4,100000025398,(ТО)YX3-121M-4,Техническое обслуживание,APP1,1100359885,(ТО)YX3-121M-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-09-21,2022-09-21,9,9
689,ЭД асинх YJ13L4,100000025393,(ТО) YJ13L4,Техническое обслуживание,APP1,1100359642,(ТО) YJ13L4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-09-21,2022-09-21,9,9
829,ЭД асинх YJ142A,100000025403,(ТО) YJ142A,Техническое обслуживание,APP1,1100359624,(ТО) YJ142A,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-09-21,2022-09-21,9,9
868,ЭД асинх YJ80A1,100000025406,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359567,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-09-21,2022-09-21,9,9
172,ЭД синх ДСЭ-750-6,100000009354,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100358850,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-22,2022-09-22,9,9
148,ЭД пост тока 4ГПЭ 300-1/2,100000009353,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358924,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-22,2022-09-22,9,9
195,Генератор подъёма_ 4ГПЭМ 600-1/1,100000009355,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358950,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-22,2022-09-22,9,9
124,Генератор напора_4ГПЭМ 170-1/1,100000009352,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358939,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-22,2022-09-22,9,9
510,ЭД асинх 4МТКН411-8,100000009600,(ТО) 4МТКН411-8,Текущий ремонт,APP1,1100359042,(ТР) 4МТКН411-8,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-09-22,2022-08-22,9,8
439,ЭД асинх Д-31,100000009372,(ТО) Д-31,Техническое обслуживание,APP1,1100359124,(ТО) Д-31 К 026,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-23,2022-09-23,9,9
76,ЭД пост тока ДЭВ-814,100000009350,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359190,(ТО) ДЭВ-814 К 004,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-23,2022-09-23,9,9
52,ЭД пост тока ДЭВ-814,100000009349,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359038,(ТО) ДЭВ-814,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-23,2022-09-23,9,9
219,ЭД пост тока Д-12,100000009356,(ТО) Д-12,Техническое обслуживание,APP1,1100359101,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-23,2022-09-23,9,9
100,ЭД пост тока ДЭ-818,100000009351,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359050,(ТО) ДЭ-818 К 005,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-23,2022-09-23,9,9
481,ЭД асинх АИР132S4,100000009596,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359258,(ТО) АИР132S4E3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-23,2022-07-23,9,7
579,ЭД пост тока ДЭ-818,100000009712,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359162,(ТО) ДЭ-818 К 023,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-23,2022-09-23,9,9
242,ЭД асинх Д-31,100000009357,(ТО) Д-31,Техническое обслуживание,APP1,1100359092,(ТО) Д-31,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-23,2022-09-23,9,9
556,ЭД пост тока ДЭ-812,100000009711,(ТО) ДЭ-812,Техническое обслуживание,APP1,1100359381,(ТО) ДЭ-812,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-24,2022-09-24,9,9
401,ЭД асинх АИР100S4,100000009370,(ТО) АИР100S4У2,Техническое обслуживание,APP1,1100359404,(ТО) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-24,2022-07-24,9,7
629,ЭД асинх АИР100S4,100000009719,(ТО) АИР100S4У2,Техническое обслуживание,APP1,1100359400,(ТО) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-24,2022-09-24,9,9
605,ЭД асинх АИР132S4,100000009714,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359698,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-25,2022-09-25,9,9
488,ЭД асинх АИР132S4,100000009597,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359496,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-25,2022-07-25,9,7
597,ЭД асинх АИР132S4,100000009713,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359708,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-25,2022-08-25,9,8
621,ЭД асинх АИР80S4,100000009718,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359726,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-25,2022-09-25,9,9
613,ЭД асинх АИР80S4,100000009717,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359722,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-25,2022-09-25,9,9
534,ЭД асинх АИР80S4,100000009709,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359310,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-25,2022-08-25,9,8
502,ЭД асинх АИР132S4,100000009599,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359704,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-25,2022-08-25,9,8
495,ЭД асинх АИР132S4,100000009598,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359700,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-25,2022-07-25,9,7
0,Экскаватор электрический WK-20 №1220,100000007087,Ремонт электрооборудования WK-20,Текущий ремонт,APP1,1100527936,Ремонт электрооборудования WK-20,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ КРМТ СГГС,2022-09-29,2022-09-29,9,9
260,ЭД асинх 4МТКН411-8,100000009358,(ТО) 4МТКН411-8,Текущий ремонт,APP1,1100358858,(ТР) 4МТКН411-8,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-10-02,2022-07-22,10,7
518,ЭД асинх АИР112S4,100000009707,(ТО) АИР112S4,Техническое обслуживание,APP1,1100359170,(ТО) АИР112S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-09-13,10,9
268,ЭД асинх АИРМ132S4E3,100000009359,(ТО) АИРМ132S4E3,Техническое обслуживание,APP1,1100359295,(ТО) АИРМ132S4E3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-07-23,10,7
526,ЭД асинх АИР80S4,100000009708,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359343,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-09-13,10,9
275,ЭД асинх 5АИ132S4,100000009360,(ТО) 5АИ132S4,Техническое обслуживание,APP1,1100359153,(ТО) 5АИ132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-07-23,10,7
321,ЭД асинх АИР100S4,100000009366,(ТО) АИР100S4У2,Техническое обслуживание,APP1,1100359112,(ТО) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-09-13,10,9
282,ЭД асинх АИРМ132S4E3,100000009361,(ТО) АИРМ132S4,Техническое обслуживание,APP1,1100359330,(ТО) АИРМ132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-07-23,10,7
313,ЭД асинх АИР100S4,100000009365,(ТО) АИР100S4У2,Техническое обслуживание,APP1,1100359109,(ТО) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-08-23,10,8
289,ЭД асинх АИРМ132S4E3,100000009362,(ТО) АИРМ132S4,Техническое обслуживание,APP1,1100359326,(ТО) АИРМ132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-08-23,10,8
297,ЭД асинх АИР80В4,100000009363,(ТО) АИР80В4,Техническое обслуживание,APP1,1100359135,(ТО) АИР80В4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-08-23,10,8
542,ЭД асинх АИРМ132S4E3,100000009710,(ТО) АИРМ132S4,Техническое обслуживание,APP1,1100359322,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-09-13,10,9
305,ЭД асинх АИРМ80B4,100000009364,(ТО) АИРМ80B4,Техническое обслуживание,APP1,1100359139,(ТО) АИРМ80B4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-03,2022-08-23,10,8
30,ЭД пост тока ДЭ-812,100000009347,Электродвигатель ДЭ-812 ЧАС,Техническое обслуживание,APP1,1100369375,(ТО) ДЭ-812 К 001,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-10,2022-10-10,10,10
384,Генератор подъёма_4ГПЭМ 600-1/1,100000009369,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358963,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-12,2022-10-12,10,10
360,Генератор напора_4ГПЭМ 170-1/1,100000009368,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358773,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-12,2022-10-12,10,10
336,ЭД пост тока 4ГПЭ 300-1/2,100000009367,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358919,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-12,2022-10-12,10,10
464,ЭД синх ДСЭ-750-6,100000009373,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100359026,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-12,2022-10-12,10,10
416,ЭД пост тока Д-12,100000009371,(ТО) Д-12,Техническое обслуживание,APP1,1100359144,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-13,2022-10-13,10,10
667,ЭД асинх  YJ13L3,100000025392,ТО Хода №2;  YJ13L3 К 047,Техническое обслуживание,APP1,1100358709,ТО Хода №2;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-17,2022-10-17,10,10
644,ЭД асинх  YJ13L3,100000025391,ТО YJ13L3 К 047,Техническое обслуживание,APP1,1100358731,ТО Хода №1;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-17,2022-10-17,10,10
784,ЭД асинх YJ56E,100000025401,(ТО)YJ56E,Техническое обслуживание,APP1,1100359535,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-21,2022-10-21,10,10
690,ЭД асинх YJ13L4,100000025393,(ТО) YJ13L4,Техническое обслуживание,APP1,1100359643,(ТО) YJ13L4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-21,2022-10-21,10,10
830,ЭД асинх YJ142A,100000025403,(ТО) YJ142A,Техническое обслуживание,APP1,1100359625,(ТО) YJ142A,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-21,2022-10-21,10,10
807,ЭД асинх YJ56E,100000025402,(ТО)YJ56E,Техническое обслуживание,APP1,1100359547,(ТО)YJ56E,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-21,2022-10-21,10,10
869,ЭД асинх YJ80A1,100000025406,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359568,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-21,2022-10-21,10,10
892,ЭД асинх YJ80A1,100000025407,(ТО)YJ80A1,Текущий ремонт,APP1,1100359591,(ТР)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-21,2022-10-21,10,10
745,ЭД асинх YX3-121M-4,100000025398,(ТО)YX3-121M-4,Техническое обслуживание,APP1,1100359886,(ТО)YX3-121M-4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-21,2022-10-21,10,10
173,ЭД синх ДСЭ-750-6,100000009354,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100358851,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-22,2022-10-22,10,10
125,Генератор напора_4ГПЭМ 170-1/1,100000009352,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358980,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-22,2022-10-22,10,10
149,ЭД пост тока 4ГПЭ 300-1/2,100000009353,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358925,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-22,2022-10-22,10,10
196,Генератор подъёма_ 4ГПЭМ 600-1/1,100000009355,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358951,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-22,2022-10-22,10,10
220,ЭД пост тока Д-12,100000009356,(ТО) Д-12,Техническое обслуживание,APP1,1100359102,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-23,2022-10-23,10,10
