,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month,статус переноса
548,Самосвал карьерный HD1500-8 №1629,100000022783,Самосвал HD1500-8 №1629 МТЧ,Техническое обслуживание ТО №2,APP1,1100363106,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-19,2022-09-12,9,9,без переноса
94,Самосвал карьерный HD1500-8 №1622,100000006409,Самосвал HD1500-8 №1622 МТЧ,Техническое обслуживание ТО №2,APP1,1100360789,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-19,2022-09-24,9,9,без переноса
622,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание ТО №3,APP1,1100364246,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-21,2022-10-22,9,10,перенос в другой месяц
29,Самосвал карьерный HD1500-8 №1621,100000006408,Самосвал HD1500-8 №1621 МТЧ,Техническое обслуживание ТО №2,APP1,1100360315,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-09-29,2022-10-13,9,10,перенос в другой месяц
358,Самосвал карьерный HD1500-8 №1626,100000021466,Самосвал HD1500-8 №1626 МТЧ,Техническое обслуживание ТО №2,APP1,1100361449,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-01,2022-10-01,10,10,без переноса
623,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание ТО №1,APP1,1100364232,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-02,2022-11-02,10,11,перенос в другой месяц
248,Самосвал карьерный HD1500-8 №1624,100000021344,Самосвал HD1500-8 №1624 МТЧ,Техническое обслуживание ТО №2,APP1,1100360821,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-02,2022-10-02,10,10,без переноса
270,Самосвал карьерный HD1500-8 №1624,100000021344,Самосвал HD1500-8 №1624 МТЧ,Текущий ремонт 1,APP1,1100360827,ТР1 ходовой части,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-02,2022-10-02,10,10,без переноса
268,Самосвал карьерный HD1500-8 №1624,100000021344,Самосвал HD1500-8 №1624 МТЧ,Текущий ремонт,APP1,1100360826,ТР трансмиссии,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-02,2022-10-02,10,10,без переноса
274,Самосвал карьерный HD1500-8 №1624,100000021344,Самосвал HD1500-8 №1624 МТЧ,Текущий ремонт,APP1,1100361003,ТР гидросистемы,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-02,2022-10-02,10,10,без переноса
272,Самосвал карьерный HD1500-8 №1624,100000021344,Самосвал HD1500-8 №1624 МТЧ,Текущий ремонт,APP1,1100360828,ТР рулевого управления,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-02,2022-10-02,10,10,без переноса
276,Самосвал карьерный HD1500-8 №1624,100000021344,ТР двс Komatsu HD 1500-8 1624,Текущий ремонт 1,APP1,1100360829,ТР1 двс Komatsu HD 1500-8 1624,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-02,2022-10-02,10,10,без переноса
422,Самосвал карьерный HD1500-8 №1627,100000022743,Самосвал HD1500-8 №1627 МТЧ,Техническое обслуживание ТО №1,APP1,1100360244,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-05,2022-10-17,10,10,без переноса
30,Самосвал карьерный HD1500-8 №1621,100000006408,Самосвал HD1500-8 №1621 МТЧ,Техническое обслуживание ТО №1,APP1,1100360310,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-06,2022-10-20,10,10,без переноса
484,Самосвал карьерный HD1500-8 №1628,100000022744,Самосвал HD1500-8 №1628 МТЧ,Техническое обслуживание ТО №1,APP1,1100360171,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-07,2022-10-07,10,10,без переноса
516,Самосвал карьерный HD1500-8 №1628,100000022744,ТР Самосвал HD1500-8 №1628,Текущий ремонт,APP1,1100381363,ТР Самосвал HD1500-8 №1628,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-07,2022-10-07,10,10,без переноса
58,Самосвал карьерный HD1500-8 №1621,100000006408,ТР Самосвал HD1500-8 №1621,Текущий ремонт,APP1,1100381267,ТР Самосвал HD1500-8 №1621,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-08,2022-10-22,10,10,без переноса
95,Самосвал карьерный HD1500-8 №1622,100000006409,Самосвал HD1500-8 №1622 МТЧ,Техническое обслуживание ТО №1,APP1,1100360785,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-10,2022-10-15,10,10,без переноса
126,Самосвал карьерный HD1500-8 №1622,100000006409,ТР Самосвал HD1500-8 №1622,Текущий ремонт,APP1,1100381252,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-10,2022-10-15,10,10,без переноса
549,Самосвал карьерный HD1500-8 №1629,100000022783,Самосвал HD1500-8 №1629 МТЧ,Техническое обслуживание ТО №1,APP1,1100363102,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-11,2022-10-04,10,10,без переноса
168,Самосвал карьерный HD1500-8 №1623,100000006410,Самосвал HD1500-8 №1623 МТЧ,Техническое обслуживание ТО №1,APP1,1100360757,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-11,2022-10-11,10,10,без переноса
584,Самосвал карьерный HD1500-8 №1629,100000022783,ТР Самосвал HD1500-8 №1629,Текущий ремонт,APP1,1100381298,ТР Самосвал HD1500-8 №1629,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-11,2022-10-04,10,10,без переноса
199,Самосвал карьерный HD1500-8 №1623,100000006410,ТР Самосвал HD1500-8 №1623,Текущий ремонт,APP1,1100381286,ТР Самосвал HD1500-8 №1623,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-11,2022-10-11,10,10,без переноса
624,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание ТО №2,APP1,1100364242,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-13,2022-11-13,10,11,перенос в другой месяц
359,Самосвал карьерный HD1500-8 №1626,100000021466,Самосвал HD1500-8 №1626 МТЧ,Техническое обслуживание ТО №1,APP1,1100361444,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-24,2022-10-24,10,10,без переноса
390,Самосвал карьерный HD1500-8 №1626,100000021466,ТР Самосвал HD1500-8 №1626,Текущий ремонт,APP1,1100381317,ТР Самосвал HD1500-8 №1626,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-24,2022-10-24,10,10,без переноса
664,Самосвал карьерный HD1500-8 №1630,100000071921,ТР Самосвал HD1500-8 №1630,Текущий ремонт,APP1,1100381351,ТР Самосвал HD1500-8 №1630,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-25,2022-10-25,10,10,без переноса
249,Самосвал карьерный HD1500-8 №1624,100000021344,Самосвал HD1500-8 №1624 МТЧ,Техническое обслуживание ТО №1,APP1,1100360736,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-25,2022-10-25,10,10,без переноса
625,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание ТО №1,APP1,1100364233,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-25,2022-10-25,10,10,без переноса
287,Самосвал карьерный HD1500-8 №1624,100000021344,ТР Самосвал HD1500-8 №1624,Текущий ремонт,APP1,1100381305,ТР Самосвал HD1500-8 №1624,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-25,2022-10-25,10,10,без переноса
454,Самосвал карьерный HD1500-8 №1627,100000022743,ТР Самосвал HD1500-8 №1627,Текущий ремонт,APP1,1100381275,ТР Самосвал HD1500-8 №1627,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-10-26,2022-10-26,10,10,без переноса
423,Самосвал карьерный HD1500-8 №1627,100000022743,Самосвал HD1500-8 №1627 МТЧ,Техническое обслуживание ТО №3,APP1,1100360263,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-26,2022-10-26,10,10,без переноса
485,Самосвал карьерный HD1500-8 №1628,100000022744,Самосвал HD1500-8 №1628 МТЧ,Техническое обслуживание ТО №3,APP1,1100360290,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-10-28,2022-10-28,10,10,без переноса
96,Самосвал карьерный HD1500-8 №1622,100000006409,Самосвал HD1500-8 №1622 МТЧ,Техническое обслуживание ТО №3,APP1,1100360792,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-02,2022-11-02,11,11,без переноса
169,Самосвал карьерный HD1500-8 №1623,100000006410,Самосвал HD1500-8 №1623 МТЧ,Техническое обслуживание ТО №3,APP1,1100360804,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-03,2022-11-03,11,11,без переноса
626,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание ТО №4,APP1,1100364249,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-05,2022-11-05,11,11,без переноса
550,Самосвал карьерный HD1500-8 №1629,100000022783,Самосвал HD1500-8 №1629 МТЧ,Техническое обслуживание ТО №3,APP1,1100363109,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-06,2022-11-06,11,11,без переноса
250,Самосвал карьерный HD1500-8 №1624,100000021344,Самосвал HD1500-8 №1624 МТЧ,Техническое обслуживание ТО №4,APP1,1100360824,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-10,2022-11-10,11,11,без переноса
288,Самосвал карьерный HD1500-8 №1624,100000021344,ТР Самосвал HD1500-8 №1624,Текущий ремонт,APP1,1100381306,ТР Самосвал HD1500-8 №1624,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-11-11,2022-11-11,11,11,без переноса
360,Самосвал карьерный HD1500-8 №1626,100000021466,Самосвал HD1500-8 №1626 МТЧ,Техническое обслуживание ТО №4,APP1,1100361452,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-12,2022-11-12,11,11,без переноса
391,Самосвал карьерный HD1500-8 №1626,100000021466,ТР Самосвал HD1500-8 №1626,Текущий ремонт,APP1,1100381318,ТР Самосвал HD1500-8 №1626,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-11-13,2022-11-13,11,11,без переноса
424,Самосвал карьерный HD1500-8 №1627,100000022743,Самосвал HD1500-8 №1627 МТЧ,Техническое обслуживание ТО №1,APP1,1100360245,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-16,2022-11-16,11,11,без переноса
455,Самосвал карьерный HD1500-8 №1627,100000022743,ТР Самосвал HD1500-8 №1627,Текущий ремонт,APP1,1100381340,ТР Самосвал HD1500-8 №1627,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-11-16,2022-11-16,11,11,без переноса
627,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание ТО №1,APP1,1100364234,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-17,2022-11-17,11,11,без переноса
665,Самосвал карьерный HD1500-8 №1630,100000071921,ТР Самосвал HD1500-8 №1630,Текущий ремонт,APP1,1100381352,ТР Самосвал HD1500-8 №1630,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-11-17,2022-11-17,11,11,без переноса
517,Самосвал карьерный HD1500-8 №1628,100000022744,ТР Самосвал HD1500-8 №1628,Текущий ремонт,APP1,1100381364,ТР Самосвал HD1500-8 №1628,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-11-18,2022-11-18,11,11,без переноса
486,Самосвал карьерный HD1500-8 №1628,100000022744,Самосвал HD1500-8 №1628 МТЧ,Техническое обслуживание ТО №1,APP1,1100360172,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-18,2022-11-18,11,11,без переноса
59,Самосвал карьерный HD1500-8 №1621,100000006408,ТР Самосвал HD1500-8 №1621,Текущий ремонт,APP1,1100381268,ТР Самосвал HD1500-8 №1621,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-11-24,2022-11-24,11,11,без переноса
127,Самосвал карьерный HD1500-8 №1622,100000006409,ТР Самосвал HD1500-8 №1622,Текущий ремонт,APP1,1100381253,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-11-25,2022-11-25,11,11,без переноса
97,Самосвал карьерный HD1500-8 №1622,100000006409,Самосвал HD1500-8 №1622 МТЧ,Техническое обслуживание ТО №1,APP1,1100360786,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-25,2022-11-25,11,11,без переноса
170,Самосвал карьерный HD1500-8 №1623,100000006410,Самосвал HD1500-8 №1623 МТЧ,Техническое обслуживание ТО №1,APP1,1100360758,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-26,2022-11-26,11,11,без переноса
200,Самосвал карьерный HD1500-8 №1623,100000006410,ТР Самосвал HD1500-8 №1623,Текущий ремонт,APP1,1100381287,ТР Самосвал HD1500-8 №1623,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-11-26,2022-11-26,11,11,без переноса
628,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание ТО №2,APP1,1100364243,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-28,2022-11-28,11,11,без переноса
551,Самосвал карьерный HD1500-8 №1629,100000022783,Самосвал HD1500-8 №1629 МТЧ,Техническое обслуживание ТО №1,APP1,1100363103,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-11-29,2022-11-29,11,11,без переноса
585,Самосвал карьерный HD1500-8 №1629,100000022783,ТР Самосвал HD1500-8 №1629,Текущий ремонт,APP1,1100381299,ТР Самосвал HD1500-8 №1629,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-11-29,2022-11-29,11,11,без переноса
571,Самосвал карьерный HD1500-8 №1629,100000022783,Самосвал HD1500-8 №1629 МТЧ,Текущий ремонт 1,APP1,1100362844,ТР1 ходовой части,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-01,2022-12-01,12,12,без переноса
531,Самосвал карьерный HD1500-8 №1629,100000022783,Самосвал HD1500-8 №1629,Текущий ремонт,APP1,1100363029,ТР гидросистемы,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-01,2022-12-01,12,12,без переноса
533,Самосвал карьерный HD1500-8 №1629,100000022783,Самосвал HD1500-8 №1629,Текущий ремонт,APP1,1100363033,ТР рулевого управления,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-01,2022-12-01,12,12,без переноса
573,Самосвал карьерный HD1500-8 №1629,100000022783,ТР двс Komatsu HD 1500-8 1629,Текущий ремонт 1,APP1,1100362846,ТР1 двс Komatsu HD 1500-8 1629,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-01,2022-12-01,12,12,без переноса
569,Самосвал карьерный HD1500-8 №1629,100000022783,Самосвал HD1500-8 №1629 МТЧ,Текущий ремонт,APP1,1100362843,ТР трансмиссии,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-01,2022-12-01,12,12,без переноса
407,Самосвал карьерный HD1500-8 №1627,100000022743,Самосвал HD1500-8 №1627,Замена,APP1,1100361478,Замена колес,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-06,2022-12-06,12,12,без переноса
425,Самосвал карьерный HD1500-8 №1627,100000022743,Самосвал HD1500-8 №1627 МТЧ,Техническое обслуживание ТО №2,APP1,1100360258,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-07,2022-12-07,12,12,без переноса
518,Самосвал карьерный HD1500-8 №1628,100000022744,ТР Самосвал HD1500-8 №1628,Текущий ремонт,APP1,1100381365,ТР Самосвал HD1500-8 №1628,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-09,2022-12-09,12,12,без переноса
469,Самосвал карьерный HD1500-8 №1628,100000022744,Самосвал HD1500-8 №1628,Замена,APP1,1100361995,Замена колес,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-09,2022-12-09,12,12,без переноса
487,Самосвал карьерный HD1500-8 №1628,100000022744,Самосвал HD1500-8 №1628 МТЧ,Техническое обслуживание ТО №2,APP1,1100360285,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-09,2022-12-09,12,12,без переноса
289,Самосвал карьерный HD1500-8 №1624,100000021344,ТР Самосвал HD1500-8 №1624,Текущий ремонт,APP1,1100381307,ТР Самосвал HD1500-8 №1624,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-09,2022-12-09,12,12,без переноса
251,Самосвал карьерный HD1500-8 №1624,100000021344,Самосвал HD1500-8 №1624 МТЧ,Техническое обслуживание ТО №1,APP1,1100360737,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-09,2022-12-09,12,12,без переноса
392,Самосвал карьерный HD1500-8 №1626,100000021466,ТР Самосвал HD1500-8 №1626,Текущий ремонт,APP1,1100381319,ТР Самосвал HD1500-8 №1626,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-10,2022-12-10,12,12,без переноса
361,Самосвал карьерный HD1500-8 №1626,100000021466,Самосвал HD1500-8 №1626 МТЧ,Техническое обслуживание ТО №1,APP1,1100361445,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-10,2022-12-10,12,12,без переноса
666,Самосвал карьерный HD1500-8 №1630,100000071921,ТР Самосвал HD1500-8 №1630,Текущий ремонт,APP1,1100381353,ТР Самосвал HD1500-8 №1630,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-10,2022-12-10,12,12,без переноса
629,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание ТО №1,APP1,1100364235,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-10,2022-12-10,12,12,без переноса
60,Самосвал карьерный HD1500-8 №1621,100000006408,ТР Самосвал HD1500-8 №1621,Текущий ремонт,APP1,1100381269,ТР Самосвал HD1500-8 №1621,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-15,2022-12-15,12,12,без переноса
128,Самосвал карьерный HD1500-8 №1622,100000006409,ТР Самосвал HD1500-8 №1622,Текущий ремонт,APP1,1100381254,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-17,2022-12-17,12,12,без переноса
98,Самосвал карьерный HD1500-8 №1622,100000006409,Самосвал HD1500-8 №1622 МТЧ,Техническое обслуживание ТО №2,APP1,1100360790,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-17,2022-12-17,12,12,без переноса
552,Самосвал карьерный HD1500-8 №1629,100000022783,Самосвал HD1500-8 №1629 МТЧ,Техническое обслуживание ТО №2,APP1,1100363107,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-19,2022-12-19,12,12,без переноса
201,Самосвал карьерный HD1500-8 №1623,100000006410,ТР Самосвал HD1500-8 №1623,Текущий ремонт,APP1,1100381288,ТР Самосвал HD1500-8 №1623,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-19,2022-12-19,12,12,без переноса
171,Самосвал карьерный HD1500-8 №1623,100000006410,Самосвал HD1500-8 №1623 МТЧ,Техническое обслуживание ТО №2,APP1,1100360802,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-19,2022-12-19,12,12,без переноса
586,Самосвал карьерный HD1500-8 №1629,100000022783,ТР Самосвал HD1500-8 №1629,Текущий ремонт,APP1,1100381380,ТР Самосвал HD1500-8 №1629,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-19,2022-12-19,12,12,без переноса
630,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание ТО №3,APP1,1100364247,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-21,2022-12-21,12,12,без переноса
456,Самосвал карьерный HD1500-8 №1627,100000022743,ТР Самосвал HD1500-8 №1627,Текущий ремонт,APP1,1100381276,ТР Самосвал HD1500-8 №1627,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-28,2022-12-28,12,12,без переноса
426,Самосвал карьерный HD1500-8 №1627,100000022743,Самосвал HD1500-8 №1627 МТЧ,Техническое обслуживание ТО №1,APP1,1100360246,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-28,2022-12-28,12,12,без переноса
488,Самосвал карьерный HD1500-8 №1628,100000022744,Самосвал HD1500-8 №1628 МТЧ,Техническое обслуживание ТО №1,APP1,1100360173,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-30,2022-12-30,12,12,без переноса
