Год,Месяц,БЕ,Класс ЕО,Модель ЕО,count,month_year
2009,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,10_2009
2009,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,11_2009
2009,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,12_2009
2010,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,1_2010
2010,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,2_2010
2010,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,3_2010
2010,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,4_2010
2010,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,5_2010
2010,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,6_2010
2010,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,7_2010
2010,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,8_2010
2010,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,9_2010
2010,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,10_2010
2010,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,1,11_2010
2010,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,6,12_2010
2011,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,8,1_2011
2011,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,12,2_2011
2011,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,14,3_2011
2011,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,21,4_2011
2011,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,25,5_2011
2011,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,25,6_2011
2011,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,29,7_2011
2011,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,8_2011
2011,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,9_2011
2011,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,10_2011
2011,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,11_2011
2011,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,12_2011
2012,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,1_2012
2012,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,2_2012
2012,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,3_2012
2012,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,4_2012
2012,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,5_2012
2012,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,30,6_2012
2012,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,34,7_2012
2012,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,34,8_2012
2012,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,36,9_2012
2012,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,36,10_2012
2012,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,36,11_2012
2012,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,36,12_2012
2013,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,36,1_2013
2013,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,36,2_2013
2013,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,36,3_2013
2013,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,36,4_2013
2013,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,36,5_2013
2013,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,36,6_2013
2013,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,41,7_2013
2013,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,41,8_2013
2013,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,41,9_2013
2013,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,41,10_2013
2013,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,41,11_2013
2013,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,51,12_2013
2014,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,51,1_2014
2014,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,55,2_2014
2014,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,59,3_2014
2014,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,59,4_2014
2014,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,59,5_2014
2014,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,6_2014
2014,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,7_2014
2014,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,8_2014
2014,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,9_2014
2014,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,10_2014
2014,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,11_2014
2014,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,12_2014
2015,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,1_2015
2015,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,2_2015
2015,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,3_2015
2015,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,4_2015
2015,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,5_2015
2015,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,6_2015
2015,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,7_2015
2015,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,8_2015
2015,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,9_2015
2015,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,10_2015
2015,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,11_2015
2015,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,12_2015
2016,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,1_2016
2016,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,2_2016
2016,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,3_2016
2016,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,4_2016
2016,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,5_2016
2016,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,6_2016
2016,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,64,7_2016
2016,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,8_2016
2016,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,9_2016
2016,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,10_2016
2016,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,11_2016
2016,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,12_2016
2017,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,1_2017
2017,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,2_2017
2017,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,3_2017
2017,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,4_2017
2017,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,5_2017
2017,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,6_2017
2017,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,7_2017
2017,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,8_2017
2017,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,9_2017
2017,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,10_2017
2017,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,11_2017
2017,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,5,11_2017
2017,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,12_2017
2017,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,8,12_2017
2017,12,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,12_2017
2018,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,1_2018
2018,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,9,1_2018
2018,1,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,1_2018
2018,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,2_2018
2018,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,13,2_2018
2018,2,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,2_2018
2018,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,3_2018
2018,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,13,3_2018
2018,3,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,3_2018
2018,3,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2,3_2018
2018,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,4_2018
2018,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,16,4_2018
2018,4,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,4_2018
2018,4,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,6,4_2018
2018,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,5_2018
2018,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,21,5_2018
2018,5,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,5_2018
2018,5,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,10,5_2018
2018,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,6_2018
2018,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,23,6_2018
2018,6,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,6_2018
2018,6,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,13,6_2018
2018,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,7_2018
2018,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,25,7_2018
2018,7,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,7_2018
2018,7,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,16,7_2018
2018,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,8_2018
2018,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,29,8_2018
2018,8,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,8_2018
2018,8,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,16,8_2018
2018,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,9_2018
2018,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,9_2018
2018,9,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,9_2018
2018,9,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,9_2018
2018,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,10_2018
2018,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,10_2018
2018,10,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,10_2018
2018,10,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,10_2018
2018,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,11_2018
2018,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,11_2018
2018,11,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,11_2018
2018,11,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,11_2018
2018,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,12_2018
2018,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,12_2018
2018,12,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,12_2018
2018,12,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,12_2018
2019,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,1_2019
2019,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,1_2019
2019,1,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,1_2019
2019,1,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,1_2019
2019,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,2_2019
2019,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,2_2019
2019,2,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,2_2019
2019,2,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,2_2019
2019,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,3_2019
2019,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,3_2019
2019,3,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,3_2019
2019,3,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,3_2019
2019,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,4_2019
2019,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,4_2019
2019,4,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,4_2019
2019,4,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,4_2019
2019,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,5_2019
2019,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,5_2019
2019,5,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,5_2019
2019,5,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,5_2019
2019,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,6_2019
2019,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,6_2019
2019,6,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,6_2019
2019,6,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,6_2019
2019,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,7_2019
2019,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,7_2019
2019,7,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,7_2019
2019,7,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,7_2019
2019,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,8_2019
2019,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,34,8_2019
2019,8,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,8_2019
2019,8,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,8_2019
2019,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,9_2019
2019,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,35,9_2019
2019,9,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,9_2019
2019,9,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,9_2019
2019,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,10_2019
2019,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,37,10_2019
2019,10,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,10_2019
2019,10,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,10_2019
2019,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,11_2019
2019,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,40,11_2019
2019,11,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,11_2019
2019,11,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,11_2019
2019,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,12_2019
2019,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,42,12_2019
2019,12,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,12_2019
2019,12,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,12_2019
2020,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,1_2020
2020,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,44,1_2020
2020,1,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,1_2020
2020,1,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,1_2020
2020,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,2_2020
2020,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,44,2_2020
2020,2,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,2_2020
2020,2,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,2_2020
2020,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,3_2020
2020,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,44,3_2020
2020,3,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,3_2020
2020,3,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,3_2020
2020,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,4_2020
2020,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,44,4_2020
2020,4,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,4_2020
2020,4,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,4_2020
2020,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,5_2020
2020,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,44,5_2020
2020,5,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,5_2020
2020,5,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,5_2020
2020,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,6_2020
2020,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,44,6_2020
2020,6,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,6_2020
2020,6,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,6_2020
2020,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,69,7_2020
