Год,Месяц,БЕ,Класс ЕО,Модель ЕО,count,month_year
2025,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,29,1_2025
2025,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,34,2_2025
2025,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,2_2025
2025,2,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,2_2025
2025,2,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,2_2025
2025,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,29,2_2025
2025,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,34,3_2025
2025,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,3_2025
2025,3,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,3_2025
2025,3,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,3_2025
2025,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,29,3_2025
2025,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,34,4_2025
2025,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,4_2025
2025,4,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,4_2025
2025,4,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,4_2025
2025,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,29,4_2025
2025,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,34,5_2025
2025,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,5_2025
2025,5,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,5_2025
2025,5,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,5_2025
2025,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,29,5_2025
2025,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,34,6_2025
2025,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,6_2025
2025,6,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,6_2025
2025,6,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,6_2025
2025,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,29,6_2025
2025,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,7_2025
2025,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,7_2025
2025,7,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,7_2025
2025,7,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,7_2025
2025,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,44,7_2025
2025,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,8_2025
2025,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,8_2025
2025,8,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,8_2025
2025,8,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,8_2025
2025,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,44,8_2025
2025,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,9_2025
2025,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,9_2025
2025,9,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,9_2025
2025,9,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,9_2025
2025,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,44,9_2025
2025,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,10_2025
2025,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,10_2025
2025,10,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,10_2025
2025,10,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,10_2025
2025,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,44,10_2025
2025,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,11_2025
2025,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,11_2025
2025,11,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,11_2025
2025,11,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,11_2025
2025,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,44,11_2025
2025,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,12_2025
2025,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,12_2025
2025,12,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,12_2025
2025,12,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,12_2025
2025,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,44,12_2025
2026,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,1_2026
2026,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,1_2026
2026,1,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,1_2026
2026,1,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,1_2026
2026,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,1_2026
2026,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,2_2026
2026,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,2_2026
2026,2,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,2_2026
2026,2,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,2_2026
2026,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,2_2026
2026,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,3_2026
2026,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,3_2026
2026,3,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,3_2026
2026,3,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,3_2026
2026,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,3_2026
2026,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,4_2026
2026,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,4_2026
2026,4,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,4_2026
2026,4,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,4_2026
2026,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,4_2026
2026,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,5_2026
2026,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,5_2026
2026,5,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,5_2026
2026,5,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,5_2026
2026,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,5_2026
2026,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,6_2026
2026,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,6_2026
2026,6,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,6_2026
2026,6,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,6_2026
2026,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,6_2026
2026,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,7_2026
2026,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,7_2026
2026,7,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,7_2026
2026,7,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,7_2026
2026,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,7_2026
2026,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,8_2026
2026,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,8_2026
2026,8,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,8_2026
2026,8,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,8_2026
2026,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,8_2026
2026,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,9_2026
2026,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,9_2026
2026,9,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,9_2026
2026,9,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,9_2026
2026,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,9_2026
2026,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,10_2026
2026,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,10_2026
2026,10,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,10_2026
2026,10,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,10_2026
2026,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,10_2026
2026,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,11_2026
2026,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,11_2026
2026,11,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,11_2026
2026,11,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,11_2026
2026,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,11_2026
2026,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,12_2026
2026,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,12_2026
2026,12,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,12_2026
2026,12,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,12_2026
2026,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,53,12_2026
2027,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,1_2027
2027,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,1_2027
2027,1,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,1_2027
2027,1,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,1_2027
2027,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,1_2027
2027,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,2_2027
2027,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,2_2027
2027,2,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,2_2027
2027,2,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,2_2027
2027,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,2_2027
2027,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,3_2027
2027,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,3_2027
2027,3,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,3_2027
2027,3,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,3_2027
2027,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,3_2027
2027,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,4_2027
2027,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,4_2027
2027,4,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,4_2027
2027,4,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,4_2027
2027,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,4_2027
2027,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,5_2027
2027,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,5_2027
2027,5,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,5_2027
2027,5,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,5_2027
2027,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,5_2027
2027,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,6_2027
2027,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,6_2027
2027,6,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,6_2027
2027,6,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,6_2027
2027,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,6_2027
2027,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,7_2027
2027,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,7_2027
2027,7,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,7_2027
2027,7,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,7_2027
2027,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,7_2027
2027,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,8_2027
2027,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,8_2027
2027,8,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,8_2027
2027,8,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,8_2027
2027,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,8_2027
2027,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,9_2027
2027,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,9_2027
2027,9,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,9_2027
2027,9,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,9_2027
2027,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,9_2027
2027,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,10_2027
2027,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,10_2027
2027,10,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,10_2027
2027,10,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,10_2027
2027,10,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,10_2027
2027,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,11_2027
2027,11,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,11_2027
2027,11,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,11_2027
2027,11,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,11_2027
2027,11,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,11_2027
2027,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,12_2027
2027,12,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,12_2027
2027,12,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,12_2027
2027,12,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,12_2027
2027,12,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,12_2027
2028,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,1_2028
2028,1,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,1_2028
2028,1,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,1_2028
2028,1,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,1_2028
2028,1,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,1_2028
2028,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,2_2028
2028,2,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,2_2028
2028,2,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,2_2028
2028,2,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,2_2028
2028,2,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,2_2028
2028,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,3_2028
2028,3,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,3_2028
2028,3,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,3_2028
2028,3,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,3_2028
2028,3,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,3_2028
2028,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,4_2028
2028,4,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,4_2028
2028,4,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,4_2028
2028,4,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,4_2028
2028,4,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,4_2028
2028,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,5_2028
2028,5,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,5_2028
2028,5,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,5_2028
2028,5,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,5_2028
2028,5,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,5_2028
2028,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,6_2028
2028,6,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,6_2028
2028,6,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,6_2028
2028,6,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,6_2028
2028,6,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,6_2028
2028,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,7_2028
2028,7,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,7_2028
2028,7,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,7_2028
2028,7,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,7_2028
2028,7,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,7_2028
2028,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,8_2028
2028,8,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,8_2028
2028,8,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,8_2028
2028,8,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,8_2028
2028,8,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,8_2028
2028,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,9_2028
2028,9,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,9_2028
2028,9,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,9_2028
2028,9,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,9_2028
2028,9,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,60,9_2028
2028,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,5,10_2028
2028,10,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,82,10_2028
2028,10,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2,10_2028
2028,10,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,17,10_2028
